idx,id_1,font_1,c_1,r_1,id_2,font_2,c_2,r_2
00007058.png,121,48,9,1,226,28,59,38
00007059.png,64,23,60,7,326,30,0,63
00007060.png,384,33,12,4,229,40,54,44
00007061.png,63,49,62,5,132,11,7,49
00007062.png,144,9,11,12,247,47,61,64
00007063.png,320,39,22,5,301,14,62,62
00007064.png,495,13,52,4,427,47,14,61
00007065.png,165,21,39,6,32,19,2,46
00007066.png,156,31,53,5,174,11,17,60
00007067.png,214,43,62,13,407,22,17,48
00007068.png,265,23,62,18,113,0,16,62
00007069.png,448,12,41,7,77,45,1,62
00007070.png,96,35,2,2,394,38,44,46
00007071.png,478,0,51,29,143,36,18,63
00007072.png,186,22,8,1,282,21,46,52
00007073.png,209,19,49,17,227,27,11,50
00007074.png,122,13,62,0,309,11,18,58
00007075.png,210,4,43,22,248,35,5,56
00007076.png,7,1,49,0,336,0,14,60
00007077.png,459,37,48,18,123,23,10,54
00007078.png,97,40,60,1,54,6,22,51
00007079.png,91,3,63,24,44,6,30,61
00007080.png,442,20,3,3,489,39,62,42
00007081.png,222,46,36,7,391,2,2,44
00007082.png,303,24,12,2,382,47,60,41
00007083.png,187,13,6,8,279,39,61,49
00007084.png,423,35,59,14,53,42,1,48
00007085.png,151,19,14,10,408,49,55,49
00007086.png,166,20,61,4,72,3,25,54
00007087.png,256,27,17,13,324,36,60,55
00007088.png,416,10,18,23,44,41,56,64
00007089.png,66,2,47,0,309,14,0,58
00007090.png,373,18,1,14,403,6,51,64
00007091.png,112,46,15,13,163,20,62,58
00007092.png,380,12,18,11,41,34,63,50
00007093.png,400,3,7,14,192,5,45,50
00007094.png,181,35,3,22,483,20,43,64
00007095.png,50,26,14,0,392,4,62,42
00007096.png,371,14,63,9,362,36,7,48
00007097.png,430,0,60,17,182,26,9,55
00007098.png,475,43,38,6,452,39,5,42
00007099.png,39,30,54,3,455,3,9,36
00007100.png,19,17,48,25,453,27,0,61
00007101.png,148,49,63,10,491,2,14,47
00007102.png,93,14,14,11,488,16,63,58
00007103.png,473,37,56,0,32,25,4,54
00007104.png,95,38,46,25,336,45,0,58
00007105.png,158,26,46,4,81,20,1,43
00007106.png,292,4,46,3,78,2,5,45
00007107.png,52,15,5,17,3,6,64,54
00007108.png,330,11,54,13,294,39,19,50
00007109.png,298,29,64,10,54,49,28,54
00007110.png,61,16,56,12,359,32,15,61
00007111.png,328,40,12,13,242,2,53,64
00007112.png,126,13,49,10,292,45,5,54
00007113.png,413,48,57,17,69,0,0,59
00007114.png,242,4,49,4,490,14,1,57
00007115.png,316,49,1,20,50,27,42,62
00007116.png,152,45,16,21,165,33,59,55
00007117.png,413,32,5,17,57,48,57,51
00007118.png,113,1,59,11,229,38,23,54
00007119.png,377,14,4,24,450,41,52,58
00007120.png,168,47,9,6,3,28,52,61
00007121.png,150,22,31,6,453,33,64,47
00007122.png,305,44,48,6,146,42,1,63
00007123.png,14,25,50,12,296,26,10,52
00007124.png,45,7,21,26,128,18,57,62
00007125.png,205,13,18,7,310,25,59,63
00007126.png,288,0,62,19,280,25,24,55
00007127.png,367,16,62,6,412,14,1,48
00007128.png,423,19,1,21,254,21,60,64
00007129.png,105,31,58,18,267,19,5,61
00007130.png,57,43,57,23,491,16,12,59
00007131.png,64,49,8,27,33,14,59,61
00007132.png,229,28,40,4,147,12,1,60
00007133.png,400,34,59,10,197,38,12,58
00007134.png,76,12,9,22,330,9,45,62
00007135.png,78,7,5,13,454,37,46,62
00007136.png,210,47,55,7,215,19,17,51
00007137.png,467,24,5,12,102,35,58,51
00007138.png,261,48,29,20,140,39,62,57
00007139.png,382,23,4,4,45,46,57,52
00007140.png,305,32,56,25,244,15,6,64
00007141.png,235,1,20,4,491,10,53,58
00007142.png,222,37,1,9,228,19,55,43
00007143.png,475,11,17,0,394,37,59,61
00007144.png,9,12,0,1,231,42,40,41
00007145.png,159,45,16,6,27,22,55,51
00007146.png,425,35,64,3,336,35,7,58
00007147.png,256,6,15,3,477,22,48,42
00007148.png,212,14,59,24,455,41,24,57
00007149.png,89,0,20,9,70,5,54,44
00007150.png,6,49,63,20,419,33,18,62
00007151.png,327,41,6,10,68,14,61,63
00007152.png,310,6,46,17,418,2,10,64
00007153.png,240,6,2,6,324,40,61,39
00007154.png,6,18,12,12,267,41,58,47
00007155.png,180,43,53,13,227,15,16,50
00007156.png,38,23,3,17,340,21,55,64
00007157.png,242,32,18,2,468,32,55,46
00007158.png,244,0,64,5,18,43,4,49
00007159.png,360,8,64,12,100,27,13,56
00007160.png,105,13,54,15,54,29,7,59
00007161.png,324,37,7,2,253,42,56,51
00007162.png,342,12,41,6,359,6,8,44
00007163.png,445,15,59,8,240,25,1,53
00007164.png,195,15,16,11,228,27,55,56
00007165.png,57,41,63,12,389,24,3,51
00007166.png,140,21,16,9,169,4,53,47
00007167.png,489,35,38,0,226,22,2,37
00007168.png,35,46,7,22,73,9,50,56
00007169.png,364,7,62,3,85,31,18,41
00007170.png,65,16,44,9,346,9,5,56
00007171.png,29,49,2,6,58,0,46,58
00007172.png,498,21,0,1,131,14,37,51
00007173.png,144,40,38,12,144,4,1,61
00007174.png,188,10,52,21,114,12,17,61
00007175.png,211,1,50,22,156,4,7,58
00007176.png,308,11,13,4,338,3,46,47
00007177.png,46,4,5,15,447,2,59,56
00007178.png,420,39,62,4,265,44,13,38
00007179.png,9,42,9,18,336,7,64,62
00007180.png,186,17,2,1,284,40,51,46
00007181.png,351,42,0,12,411,16,59,56
00007182.png,445,44,61,5,240,28,20,54
00007183.png,278,28,27,8,489,12,64,52
00007184.png,193,44,57,2,130,49,8,41
00007185.png,120,16,53,12,363,26,3,60
00007186.png,440,6,63,7,113,47,6,57
00007187.png,335,2,55,9,72,13,18,47
00007188.png,468,49,56,16,87,20,18,54
00007189.png,441,33,61,3,52,28,24,57
00007190.png,491,49,20,4,394,23,60,45
00007191.png,131,1,56,6,243,12,13,49
00007192.png,176,8,51,23,180,37,0,58
00007193.png,306,20,55,17,305,5,2,53
00007194.png,338,43,50,17,274,41,17,61
00007195.png,270,49,49,11,227,22,3,60
00007196.png,17,26,48,16,54,30,4,60
00007197.png,46,19,62,5,337,0,23,54
00007198.png,395,46,4,15,467,44,58,63
00007199.png,88,34,8,0,255,9,52,48
00007200.png,127,19,43,10,225,4,3,44
00007201.png,242,43,8,7,12,25,61,51
00007202.png,17,35,48,22,308,49,6,58
00007203.png,430,36,22,2,20,37,58,61
00007204.png,235,9,64,13,103,27,15,60
00007205.png,229,11,19,28,468,37,63,62
00007206.png,103,7,62,3,495,17,29,47
00007207.png,23,48,6,25,15,7,46,60
00007208.png,93,43,7,22,329,36,51,62
00007209.png,50,22,17,9,261,6,56,52
00007210.png,314,45,4,6,209,21,43,63
00007211.png,402,37,22,0,193,19,60,34
00007212.png,341,29,62,10,131,25,14,64
00007213.png,381,29,51,2,405,24,13,50
00007214.png,146,16,61,21,240,16,8,63
00007215.png,129,32,41,3,57,42,8,46
00007216.png,155,2,0,1,229,5,41,58
00007217.png,105,21,63,2,488,3,2,62
00007218.png,207,35,61,8,34,13,26,49
00007219.png,230,17,7,1,449,14,62,52
00007220.png,33,17,3,10,240,33,39,47
00007221.png,419,38,7,0,193,36,54,46
00007222.png,353,44,55,7,205,19,18,50
00007223.png,399,22,8,16,344,48,45,52
00007224.png,310,4,48,9,237,23,0,56
00007225.png,121,15,6,21,481,37,58,60
00007226.png,127,15,12,2,345,10,46,63
00007227.png,205,3,61,30,186,17,2,63
00007228.png,205,1,59,12,359,4,13,62
00007229.png,452,22,49,12,466,1,11,46
00007230.png,327,31,46,15,418,29,11,59
00007231.png,278,15,6,19,18,36,39,61
00007232.png,160,43,26,0,436,34,59,58
00007233.png,470,19,46,22,162,48,10,55
00007234.png,68,23,26,10,382,17,64,51
00007235.png,38,6,1,9,93,34,61,58
00007236.png,17,11,6,8,494,11,44,41
00007237.png,298,16,11,0,164,3,47,53
00007238.png,348,1,8,3,45,19,44,41
00007239.png,91,38,18,16,99,13,56,50
00007240.png,54,21,55,11,361,42,13,60
00007241.png,387,38,2,18,14,46,61,55
00007242.png,372,18,15,0,307,24,51,36
00007243.png,317,9,54,14,262,16,9,58
00007244.png,477,41,34,9,107,0,1,49
00007245.png,492,24,8,9,333,5,58,62
00007246.png,384,39,1,26,2,24,38,59
00007247.png,492,4,11,14,133,29,45,54
00007248.png,493,14,52,3,186,23,3,59
00007249.png,376,20,13,4,189,17,59,46
00007250.png,328,41,4,23,23,16,38,56
00007251.png,125,3,9,16,50,29,52,64
00007252.png,286,34,7,14,241,16,60,54
00007253.png,338,5,28,15,181,10,61,51
00007254.png,489,9,43,9,304,16,10,49
00007255.png,450,23,56,1,296,2,19,57
00007256.png,48,12,45,22,69,45,0,64
00007257.png,147,39,52,8,483,23,1,44
00007258.png,476,11,42,11,118,24,7,45
00007259.png,130,27,61,3,490,28,15,64
00007260.png,169,45,58,23,261,36,18,64
00007261.png,115,47,56,23,356,11,10,62
00007262.png,442,40,3,4,317,6,48,47
00007263.png,194,6,15,0,301,14,49,41
00007264.png,8,6,36,1,133,24,0,58
00007265.png,241,27,42,1,80,1,9,51
00007266.png,239,9,4,4,254,30,56,51
00007267.png,276,40,62,2,90,21,21,56
00007268.png,33,4,7,1,186,15,59,64
00007269.png,377,1,2,9,140,21,35,45
00007270.png,287,8,62,4,208,46,5,38
00007271.png,203,46,58,3,134,24,4,42
00007272.png,84,43,61,1,257,34,9,64
00007273.png,387,45,56,14,83,12,21,51
00007274.png,200,31,59,12,217,17,21,56
00007275.png,493,29,8,9,96,47,50,59
00007276.png,299,49,1,25,260,4,63,64
00007277.png,71,26,4,20,467,1,42,53
00007278.png,366,16,52,17,226,48,14,62
00007279.png,224,23,64,10,71,33,6,44
00007280.png,490,21,61,21,4,34,0,59
00007281.png,40,43,7,13,301,42,45,49
00007282.png,142,25,7,22,490,0,41,63
00007283.png,17,0,25,22,350,27,62,60
00007284.png,429,11,45,4,79,24,10,54
00007285.png,100,32,52,5,188,49,9,43
00007286.png,187,49,1,12,130,30,58,46
00007287.png,54,29,60,17,41,44,24,57
00007288.png,313,31,4,11,392,47,37,60
00007289.png,477,47,40,20,411,14,6,59
00007290.png,227,37,21,3,215,18,59,53
00007291.png,283,35,9,9,79,18,58,44
00007292.png,396,38,49,15,28,8,14,52
00007293.png,439,28,5,0,207,43,45,58
00007294.png,23,47,53,15,123,14,0,61
00007295.png,478,7,2,6,379,42,41,55
00007296.png,305,14,35,3,87,12,0,37
00007297.png,263,42,7,2,315,13,40,58
00007298.png,115,38,12,16,81,37,50,53
00007299.png,416,14,53,10,386,29,12,43
00007300.png,388,5,28,3,74,21,63,42
00007301.png,74,1,64,10,387,37,15,56
00007302.png,88,6,56,13,280,47,2,57
00007303.png,354,43,21,19,116,4,54,57
00007304.png,42,36,1,11,480,35,40,47
00007305.png,471,25,7,4,76,43,44,48
00007306.png,391,37,19,22,448,22,57,62
00007307.png,245,33,19,0,447,40,53,62
00007308.png,333,47,5,2,468,43,54,39
00007309.png,497,45,50,3,436,31,16,47
00007310.png,233,36,7,16,88,4,59,55
00007311.png,29,14,64,31,323,37,5,64
00007312.png,227,9,64,7,140,47,19,53
00007313.png,154,20,10,26,162,20,63,62
00007314.png,138,1,1,0,87,0,35,41
00007315.png,381,40,50,8,252,34,0,44
00007316.png,10,26,59,15,238,38,24,49
00007317.png,43,11,17,16,60,9,60,51
00007318.png,466,13,2,10,338,8,51,43
00007319.png,385,44,54,15,4,3,20,63
00007320.png,233,21,0,15,335,41,43,64
00007321.png,29,26,41,5,184,21,1,53
00007322.png,175,44,56,16,418,37,4,59
00007323.png,315,11,62,20,270,36,7,54
00007324.png,58,16,51,8,225,12,4,53
00007325.png,396,17,0,5,237,26,62,50
00007326.png,328,34,16,2,57,1,49,47
00007327.png,325,20,20,1,184,35,53,49
00007328.png,186,23,59,6,289,43,16,50
00007329.png,349,5,42,7,311,35,3,41
00007330.png,395,14,61,6,82,27,12,41
00007331.png,446,14,45,22,294,17,9,58
00007332.png,54,3,52,9,151,20,6,52
00007333.png,223,13,3,0,498,0,53,45
00007334.png,41,11,57,1,67,27,6,59
00007335.png,416,12,52,26,395,19,3,63
00007336.png,498,2,9,25,55,9,46,62
00007337.png,139,43,10,14,356,22,61,61
00007338.png,340,24,53,13,100,34,6,51
00007339.png,266,17,21,0,167,4,62,59
00007340.png,383,15,0,15,88,0,57,57
00007341.png,44,48,12,5,176,4,57,58
00007342.png,271,43,3,3,22,14,49,37
00007343.png,229,27,64,5,119,35,15,50
00007344.png,268,33,53,3,280,39,14,56
00007345.png,263,16,64,0,153,37,3,40
00007346.png,192,11,55,3,377,14,19,58
00007347.png,18,31,59,14,459,22,0,48
00007348.png,474,21,49,13,246,11,2,52
00007349.png,365,10,3,21,338,26,56,61
00007350.png,181,21,58,4,493,28,1,49
00007351.png,352,48,1,5,290,39,59,50
00007352.png,70,16,10,6,334,24,55,54
00007353.png,108,5,11,2,312,29,59,58
00007354.png,498,44,60,12,13,43,27,51
00007355.png,457,19,6,11,145,27,59,52
00007356.png,190,36,20,11,235,32,54,47
00007357.png,104,4,36,10,235,14,2,57
00007358.png,56,13,50,6,1,1,7,52
00007359.png,137,23,43,14,210,8,1,48
00007360.png,259,28,43,16,44,1,7,58
00007361.png,126,15,57,12,105,6,20,59
00007362.png,399,43,29,18,403,18,62,63
00007363.png,295,12,42,2,376,33,9,37
00007364.png,264,34,63,12,295,36,30,57
00007365.png,157,0,4,3,248,13,60,64
00007366.png,94,25,64,7,57,24,20,42
00007367.png,14,20,47,14,424,29,8,57
00007368.png,305,5,39,1,248,10,1,49
00007369.png,312,36,56,24,395,24,7,61
00007370.png,130,35,4,17,311,4,62,54
00007371.png,8,46,47,9,39,38,8,58
00007372.png,476,30,4,0,108,1,47,57
00007373.png,123,16,6,4,298,22,46,39
00007374.png,370,31,59,1,99,45,3,47
00007375.png,206,3,62,7,272,39,1,41
00007376.png,41,19,7,7,346,5,43,64
00007377.png,2,44,42,1,33,5,1,51
00007378.png,326,35,8,0,195,43,64,47
00007379.png,466,28,53,5,389,47,13,38
00007380.png,72,35,18,10,335,39,61,51
00007381.png,139,40,47,9,25,25,0,44
00007382.png,484,37,58,1,71,42,19,51
00007383.png,494,25,60,12,51,6,22,62
00007384.png,150,13,5,20,100,25,42,53
00007385.png,207,33,52,2,185,5,1,41
00007386.png,3,9,54,5,268,19,10,61
00007387.png,312,17,46,24,451,35,4,60
00007388.png,437,46,11,5,348,11,57,50
00007389.png,94,25,1,19,289,2,36,58
00007390.png,376,13,13,3,189,11,47,62
00007391.png,263,2,18,7,186,7,61,42
00007392.png,100,41,63,3,14,23,18,51
00007393.png,99,45,64,14,118,21,17,48
00007394.png,211,33,5,11,1,21,38,55
00007395.png,385,25,14,14,53,15,48,63
00007396.png,84,2,45,17,366,31,9,52
00007397.png,426,44,36,10,136,4,0,50
00007398.png,211,7,30,0,410,47,63,35
00007399.png,402,46,7,15,280,21,58,62
00007400.png,286,22,58,2,276,27,10,48
00007401.png,450,24,63,19,357,34,18,60
00007402.png,117,12,49,7,186,0,10,61
00007403.png,196,3,53,11,397,48,4,48
00007404.png,416,33,25,6,407,2,59,40
00007405.png,67,1,60,3,67,41,9,43
00007406.png,281,12,3,25,241,27,63,64
00007407.png,283,28,63,18,332,30,15,61
00007408.png,234,46,57,1,282,14,12,39
00007409.png,300,9,10,19,77,38,51,53
00007410.png,9,8,64,9,79,2,0,45
00007411.png,275,19,41,4,46,48,6,57
00007412.png,411,2,3,16,144,28,45,51
00007413.png,139,33,19,0,473,18,59,39
00007414.png,330,49,17,9,198,26,62,58
00007415.png,418,38,51,23,36,17,15,59
00007416.png,427,35,10,7,106,17,51,59
00007417.png,283,21,7,1,39,40,57,63
00007418.png,72,30,12,2,110,32,54,53
00007419.png,387,0,19,20,328,12,57,62
00007420.png,392,6,22,20,404,20,59,56
00007421.png,489,1,27,25,37,0,62,60
00007422.png,123,23,59,13,363,18,3,46
00007423.png,306,46,9,19,397,44,47,56
00007424.png,485,14,5,10,385,32,60,57
00007425.png,258,33,57,15,335,46,6,51
00007426.png,364,40,7,22,253,24,51,60
00007427.png,261,10,60,5,46,38,27,64
00007428.png,51,42,49,3,14,16,0,39
00007429.png,473,39,0,27,91,22,62,61
00007430.png,125,49,4,15,121,40,55,56
00007431.png,392,7,1,2,264,12,55,43
00007432.png,50,16,64,17,429,46,22,50
00007433.png,272,8,63,14,59,21,21,50
00007434.png,216,28,63,0,123,10,21,50
00007435.png,62,22,3,5,174,10,59,54
00007436.png,193,11,16,5,145,9,63,53
00007437.png,197,38,61,9,46,33,17,42
00007438.png,494,15,62,3,376,47,4,58
00007439.png,99,0,4,21,315,40,52,57
00007440.png,472,40,14,4,177,13,53,48
00007441.png,363,33,49,8,120,5,9,54
00007442.png,25,4,61,13,481,6,0,57
00007443.png,64,45,49,14,32,11,8,56
00007444.png,489,44,0,3,293,44,47,51
00007445.png,283,35,59,3,466,29,18,42
00007446.png,244,32,62,10,434,20,18,63
00007447.png,259,49,9,9,442,12,48,53
00007448.png,311,13,47,11,164,44,2,46
00007449.png,87,36,54,25,465,32,21,60
00007450.png,53,29,61,26,59,32,1,59
00007451.png,217,43,14,17,165,17,63,51
00007452.png,456,12,0,20,270,34,56,54
00007453.png,185,39,64,9,389,2,6,62
00007454.png,268,34,57,5,30,20,13,38
00007455.png,186,49,0,8,346,40,63,64
00007456.png,162,23,6,5,164,40,40,47
00007457.png,209,26,56,5,439,0,17,43
00007458.png,348,26,5,14,60,36,62,47
00007459.png,410,16,11,26,466,32,53,61
00007460.png,463,43,0,3,346,33,60,63
00007461.png,139,42,61,7,442,42,28,48
00007462.png,360,29,1,11,273,6,34,50
00007463.png,8,19,15,17,360,49,63,59
00007464.png,374,25,51,9,392,24,13,56
00007465.png,113,43,54,14,298,8,3,47
00007466.png,373,16,6,13,364,23,45,47
00007467.png,339,43,6,7,411,44,63,51
00007468.png,72,18,57,11,199,46,1,59
00007469.png,35,18,58,0,273,49,15,60
00007470.png,180,28,18,12,414,41,56,45
00007471.png,410,19,5,3,431,17,47,41
00007472.png,416,9,0,23,195,46,39,56
00007473.png,488,29,2,5,306,32,51,43
00007474.png,56,24,56,5,429,39,19,48
00007475.png,449,48,57,16,366,33,22,54
00007476.png,43,19,35,12,144,1,1,54
00007477.png,287,16,38,9,235,34,0,64
00007478.png,432,48,1,2,107,42,34,40
00007479.png,401,42,63,20,182,47,14,60
00007480.png,172,40,60,19,439,15,25,56
00007481.png,210,6,62,5,272,44,4,52
00007482.png,301,12,11,0,222,36,46,63
00007483.png,441,27,64,17,65,17,14,57
00007484.png,144,43,56,25,151,9,0,62
00007485.png,422,34,11,23,223,13,64,61
00007486.png,78,33,4,26,150,40,41,64
00007487.png,133,38,3,7,3,37,46,45
00007488.png,31,14,58,18,5,32,20,61
00007489.png,142,11,11,7,442,44,47,50
00007490.png,240,21,11,9,62,46,46,50
00007491.png,357,35,3,1,315,10,54,39
00007492.png,108,27,5,5,478,19,56,41
00007493.png,217,23,42,25,465,42,9,63
00007494.png,421,3,18,25,349,33,62,58
00007495.png,100,38,55,24,382,4,13,60
00007496.png,52,23,11,18,387,35,53,52
00007497.png,249,22,12,7,20,37,51,41
00007498.png,229,13,3,1,150,12,57,47
00007499.png,124,35,40,21,74,2,3,59
00007500.png,343,29,54,6,447,7,9,40
00007501.png,296,41,15,25,183,31,57,63
00007502.png,371,43,9,17,403,21,49,56
00007503.png,109,45,1,23,123,28,59,61
00007504.png,211,31,46,1,166,24,10,57
00007505.png,460,7,19,8,476,21,64,52
00007506.png,354,17,38,10,422,42,2,55
00007507.png,186,16,51,11,365,7,0,44
00007508.png,98,32,59,24,349,40,3,64
00007509.png,152,32,5,13,65,28,46,58
00007510.png,250,7,48,5,475,49,14,61
00007511.png,251,18,60,5,72,2,0,45
00007512.png,471,0,4,7,495,13,45,45
00007513.png,487,44,0,23,329,33,59,60
00007514.png,13,19,9,18,338,36,46,55
00007515.png,134,23,63,2,137,1,1,38
00007516.png,294,46,30,7,27,16,63,45
00007517.png,39,21,51,10,186,7,17,46
00007518.png,338,1,1,8,150,20,64,49
00007519.png,429,20,61,3,291,1,8,41
00007520.png,50,49,60,19,80,17,12,63
00007521.png,366,47,63,7,290,14,5,63
00007522.png,230,19,7,23,282,49,42,56
00007523.png,470,9,8,23,231,39,46,61
00007524.png,294,29,14,3,35,14,54,63
00007525.png,112,7,61,0,164,18,4,61
00007526.png,204,4,8,22,113,10,56,59
00007527.png,326,39,55,13,388,17,6,51
00007528.png,122,26,6,14,248,2,41,55
00007529.png,300,45,60,4,148,47,21,55
00007530.png,465,28,8,17,89,4,59,58
00007531.png,72,0,40,6,248,1,4,47
00007532.png,440,22,16,16,223,33,55,54
00007533.png,11,32,12,3,497,49,47,61
00007534.png,197,40,64,17,445,36,30,58
00007535.png,7,14,27,14,14,43,62,50
00007536.png,410,28,20,4,325,3,57,57
00007537.png,7,49,9,6,30,24,63,64
00007538.png,496,12,63,3,220,6,4,55
00007539.png,36,28,50,8,44,3,2,46
00007540.png,103,37,20,4,104,7,63,46
00007541.png,460,3,1,10,474,41,56,58
00007542.png,269,46,6,5,104,30,41,53
00007543.png,228,11,4,16,130,48,64,50
00007544.png,97,49,62,0,451,36,13,36
00007545.png,376,16,40,4,183,0,3,43
00007546.png,499,1,58,1,442,42,16,48
00007547.png,281,24,14,3,439,7,48,40
00007548.png,288,36,7,0,296,13,40,33
00007549.png,224,7,14,2,90,14,52,51
00007550.png,488,48,64,16,266,3,31,54
00007551.png,262,44,12,27,166,24,50,61
00007552.png,204,8,60,0,443,47,23,46
00007553.png,239,9,0,25,354,15,33,59
00007554.png,42,35,7,28,469,43,57,62
00007555.png,345,49,45,28,138,40,1,62
00007556.png,240,14,2,6,346,30,51,44
00007557.png,22,3,54,1,281,15,19,41
00007558.png,310,28,42,13,166,32,4,61
00007559.png,382,16,14,1,409,11,64,64
00007560.png,179,43,58,8,227,20,9,49
00007561.png,221,37,2,20,224,46,50,59
00007562.png,200,19,46,9,275,6,9,52
00007563.png,143,2,47,21,317,28,14,58
00007564.png,316,19,62,10,144,5,29,55
00007565.png,294,29,8,24,468,27,51,64
00007566.png,259,9,63,5,295,30,12,48
00007567.png,441,49,1,4,215,8,35,49
00007568.png,145,38,3,2,255,5,61,54
00007569.png,335,26,9,10,269,31,54,55
00007570.png,46,43,53,3,151,3,1,57
00007571.png,384,44,3,0,357,20,55,62
00007572.png,320,35,46,3,21,39,5,53
00007573.png,268,29,5,19,410,31,47,59
00007574.png,439,22,58,5,152,36,22,58
00007575.png,275,30,0,22,230,12,45,61
00007576.png,64,11,0,15,132,34,46,52
00007577.png,458,28,17,14,363,0,57,57
00007578.png,410,25,11,0,248,6,51,64
00007579.png,403,22,6,15,26,35,48,53
00007580.png,240,30,46,6,432,4,3,48
00007581.png,359,1,63,20,291,33,11,59
00007582.png,37,26,5,23,39,29,40,58
00007583.png,74,0,5,11,486,29,57,59
00007584.png,172,41,41,4,29,34,6,49
00007585.png,46,43,15,0,427,19,51,37
00007586.png,403,35,13,16,293,25,51,58
00007587.png,184,30,47,20,449,43,6,54
00007588.png,254,4,2,17,145,24,52,50
00007589.png,343,16,53,24,335,30,11,60
00007590.png,280,46,25,12,441,31,59,51
00007591.png,219,0,62,10,258,14,23,61
00007592.png,28,22,3,2,206,6,45,50
00007593.png,365,8,2,3,182,13,35,60
00007594.png,99,38,54,0,325,7,0,41
00007595.png,396,6,45,7,273,28,6,60
00007596.png,345,22,3,20,189,46,44,56
00007597.png,252,41,3,14,106,14,63,54
00007598.png,302,9,51,3,26,6,6,48
00007599.png,106,25,2,1,123,30,50,50
00007600.png,57,30,57,13,128,6,11,51
00007601.png,435,17,56,3,94,24,4,36
00007602.png,237,11,15,10,163,38,48,56
00007603.png,96,34,45,6,213,11,3,54
00007604.png,406,5,52,0,46,24,9,47
00007605.png,248,23,5,3,87,49,52,39
00007606.png,60,32,59,3,349,8,3,50
00007607.png,278,11,58,4,103,7,11,39
00007608.png,453,28,56,22,19,30,10,61
00007609.png,109,44,63,12,60,32,20,53
00007610.png,77,2,6,8,387,0,46,54
00007611.png,462,19,42,6,389,31,8,55
00007612.png,120,0,1,12,457,10,59,48
00007613.png,469,33,56,29,225,16,17,64
00007614.png,478,1,21,4,460,41,55,60
00007615.png,468,0,3,20,39,35,37,62
00007616.png,342,18,35,2,90,2,1,38
00007617.png,181,36,6,14,87,29,55,53
00007618.png,186,8,0,10,455,3,46,43
00007619.png,165,34,8,11,133,9,62,55
00007620.png,258,2,17,2,201,17,51,46
00007621.png,195,37,24,14,194,30,57,47
00007622.png,125,8,8,10,326,30,56,52
00007623.png,243,44,18,10,15,6,52,51
00007624.png,490,4,43,10,416,32,5,58
00007625.png,271,18,43,3,289,42,4,53
00007626.png,265,23,11,8,278,41,45,59
00007627.png,292,40,63,0,403,45,14,51
00007628.png,396,25,60,13,343,28,15,63
00007629.png,214,40,1,13,105,30,34,62
00007630.png,462,14,11,10,32,40,59,64
00007631.png,43,29,46,11,258,20,4,44
00007632.png,123,35,5,4,446,38,61,51
00007633.png,172,39,50,20,45,40,8,63
00007634.png,83,7,19,17,20,14,60,62
00007635.png,279,33,53,6,425,5,7,63
00007636.png,17,13,0,8,336,39,41,48
00007637.png,256,40,47,13,319,17,7,63
00007638.png,242,13,37,7,145,0,1,55
00007639.png,153,49,47,19,33,46,10,59
00007640.png,478,30,6,21,365,0,41,57
00007641.png,315,12,61,7,180,24,20,51
00007642.png,338,9,8,2,33,9,64,64
00007643.png,390,33,46,1,164,6,8,58
00007644.png,167,44,15,19,382,7,56,56
00007645.png,222,48,64,6,284,2,20,51
00007646.png,456,35,58,18,220,12,12,57
00007647.png,214,1,56,13,403,20,9,60
00007648.png,251,47,60,10,178,25,20,55
00007649.png,395,49,54,6,61,40,2,61
00007650.png,276,34,62,4,451,39,2,64
00007651.png,197,40,5,9,225,39,51,58
00007652.png,445,46,17,5,415,10,59,62
00007653.png,175,4,1,15,296,45,41,57
00007654.png,288,46,5,12,391,9,49,46
00007655.png,479,29,18,24,159,29,52,59
00007656.png,465,9,50,13,204,10,4,48
00007657.png,282,46,52,21,213,4,12,60
00007658.png,340,24,5,27,445,8,40,60
00007659.png,210,22,56,10,286,45,21,48
00007660.png,216,25,49,3,482,11,6,46
00007661.png,107,9,56,25,120,32,23,63
00007662.png,169,23,11,16,339,9,50,54
00007663.png,443,27,2,10,416,39,54,50
00007664.png,164,36,13,1,42,20,51,46
00007665.png,114,13,21,8,304,26,59,63
00007666.png,180,24,4,22,209,23,48,57
00007667.png,387,47,9,6,325,30,50,51
00007668.png,473,30,5,6,203,9,43,52
00007669.png,129,32,61,2,194,25,15,38
00007670.png,112,31,63,7,410,5,28,57
00007671.png,31,5,2,16,465,13,60,51
00007672.png,390,9,14,13,454,1,49,54
00007673.png,310,16,26,22,183,18,59,63
00007674.png,165,10,21,24,253,29,60,64
00007675.png,275,18,27,30,457,14,64,63
00007676.png,362,0,52,17,43,16,7,59
00007677.png,326,4,23,5,401,36,63,51
00007678.png,249,49,61,7,134,40,3,49
00007679.png,232,18,56,19,212,30,3,59
00007680.png,48,48,8,15,175,37,54,60
00007681.png,395,8,19,12,43,44,62,56
00007682.png,390,1,17,8,207,17,52,62
00007683.png,335,4,5,4,33,43,43,46
00007684.png,390,15,59,10,298,33,21,48
00007685.png,25,47,59,7,384,3,15,61
00007686.png,487,44,1,21,332,47,55,59
00007687.png,369,38,64,17,473,29,13,57
00007688.png,146,40,55,4,187,2,4,62
00007689.png,85,41,51,22,248,19,6,60
00007690.png,366,20,4,26,109,15,51,61
00007691.png,1,15,54,11,267,0,12,55
